ts,pid,name,cpu_percent,cpu_seconds,rss_bytes,vms_bytes
2025-11-29T19:04:47.904161,43531,order_service_app,0.09,N/A,0,0
2025-11-29T19:04:49.918113,43350,user_service_app,100.1,N/A,0,0
2025-11-29T19:04:51.976381,43413,product_service_app,38.97,N/A,0,0
2025-11-29T19:04:55.054827,43531,order_service_app,5.06,N/A,0,0
2025-11-29T19:04:57.116579,43350,user_service_app,96.65,N/A,0,0
2025-11-29T19:04:59.167841,43413,product_service_app,29.83,N/A,0,0
2025-11-29T19:05:02.208365,43531,order_service_app,0.12,N/A,0,0
2025-11-29T19:05:04.278497,43350,user_service_app,102.35,N/A,0,0
2025-11-29T19:05:06.324378,43413,product_service_app,45.69,N/A,0,0
2025-11-29T19:05:09.359570,43531,order_service_app,0.13,N/A,0,0
2025-11-29T19:05:11.404564,43350,user_service_app,98.5,N/A,0,0
2025-11-29T19:05:13.442809,43413,product_service_app,48.13,N/A,0,0
2025-11-29T19:05:16.469421,43531,order_service_app,4.12,N/A,0,0
2025-11-29T19:05:18.501540,43350,user_service_app,98.43,N/A,0,0
2025-11-29T19:05:20.525490,43413,product_service_app,26.75,N/A,0,0
2025-11-29T19:05:23.607404,43531,order_service_app,0.11,N/A,0,0
2025-11-29T19:05:25.643787,43350,user_service_app,103.2,N/A,0,0
2025-11-29T19:05:27.665172,43413,product_service_app,19.84,N/A,0,0
2025-11-29T19:05:30.716328,43531,order_service_app,0.09,N/A,0,0
2025-11-29T19:05:32.752110,43350,user_service_app,100.79,N/A,0,0
2025-11-29T19:05:34.790186,43413,product_service_app,35.1,N/A,0,0
2025-11-29T19:05:37.841197,43531,order_service_app,2.25,N/A,0,0
2025-11-29T19:05:39.860549,43350,user_service_app,101.5,N/A,0,0
2025-11-29T19:05:41.911002,43413,product_service_app,37.46,N/A,0,0
2025-11-29T19:05:45.053704,43531,order_service_app,0.14,N/A,0,0
2025-11-29T19:05:47.076256,43350,user_service_app,99.79,N/A,0,0
2025-11-29T19:05:49.089763,43413,product_service_app,27.0,N/A,0,0
2025-11-29T19:05:52.125327,43531,order_service_app,0.05,N/A,0,0
2025-11-29T19:05:54.164726,43350,user_service_app,101.21,N/A,0,0
2025-11-29T19:05:56.193237,43413,product_service_app,40.95,N/A,0,0
2025-11-29T19:05:59.227170,43531,order_service_app,1.3,N/A,0,0
2025-11-29T19:06:01.250119,43350,user_service_app,100.47,N/A,0,0
2025-11-29T19:06:03.264113,43413,product_service_app,34.25,N/A,0,0
2025-11-29T19:06:06.323394,43531,order_service_app,0.43,N/A,0,0
2025-11-29T19:06:08.332157,43350,user_service_app,100.91,N/A,0,0
2025-11-29T19:06:10.369964,43413,product_service_app,48.18,N/A,0,0
2025-11-29T19:06:13.398738,43531,order_service_app,0.2,N/A,0,0
2025-11-29T19:06:15.434214,43350,user_service_app,100.66,N/A,0,0
2025-11-29T19:06:17.471720,43413,product_service_app,37.45,N/A,0,0
2025-11-29T19:06:20.483981,43531,order_service_app,2.47,N/A,0,0
2025-11-29T19:06:22.516265,43350,user_service_app,99.83,N/A,0,0
2025-11-29T19:06:24.549014,43413,product_service_app,22.48,N/A,0,0
2025-11-29T19:06:27.587027,43531,order_service_app,1.7,N/A,0,0
2025-11-29T19:06:29.602405,43350,user_service_app,98.38,N/A,0,0
2025-11-29T19:06:31.633417,43413,product_service_app,24.49,N/A,0,0
2025-11-29T19:06:34.677385,43531,order_service_app,0.71,N/A,0,0
2025-11-29T19:06:36.690138,43350,user_service_app,99.63,N/A,0,0
2025-11-29T19:06:38.731944,43413,product_service_app,0.01,N/A,0,0
2025-11-29T19:06:41.765726,43531,order_service_app,0.06,N/A,0,0
2025-11-29T19:06:43.790743,43350,user_service_app,98.93,N/A,0,0
2025-11-29T19:06:45.804510,43413,product_service_app,0.01,N/A,0,0
2025-11-29T19:06:48.859201,43531,order_service_app,2.08,N/A,0,0
2025-11-29T19:06:50.874259,43350,user_service_app,98.76,N/A,0,0
2025-11-29T19:06:52.899311,43413,product_service_app,0.01,N/A,0,0
2025-11-29T19:06:55.949971,43531,order_service_app,2.36,N/A,0,0
2025-11-29T19:06:57.970234,43350,user_service_app,98.96,N/A,0,0
2025-11-29T19:06:59.997291,43413,product_service_app,0.01,N/A,0,0
2025-11-29T19:07:03.072303,43531,order_service_app,0.17,N/A,0,0
2025-11-29T19:07:05.202950,43350,user_service_app,99.18,N/A,0,0
2025-11-29T19:07:07.227252,43413,product_service_app,1.81,N/A,0,0
2025-11-29T19:07:10.368515,43531,order_service_app,0.07,N/A,0,0
2025-11-29T19:07:12.425028,43350,user_service_app,97.79,N/A,0,0
2025-11-29T19:07:14.433588,43413,product_service_app,5.5,N/A,0,0
2025-11-29T19:07:17.484744,43531,order_service_app,0.09,N/A,0,0
2025-11-29T19:07:19.520678,43350,user_service_app,98.51,N/A,0,0
2025-11-29T19:07:21.582327,43413,product_service_app,0.05,N/A,0,0
2025-11-29T19:07:24.634672,43531,order_service_app,2.56,N/A,0,0
2025-11-29T19:07:26.651529,43350,user_service_app,101.18,N/A,0,0
2025-11-29T19:07:28.705286,43413,product_service_app,0.02,N/A,0,0
